id,title,org,gov_est_price,bid_won_price,percentage
2022_HPIPH_60557_1,Tapping additional source to WSS Harsar from Uhalani Nallah Distt. Chamba H P (SH Construction of Sedimentation tank 50000 lit cap and filter bed 100 sqm and RCC storage tank 200000 lit cap),"HP Irrigation and Public Health||Chamba Circle,Irrigation and Public Health,HP",5983920.0,5394704.0,-9.847
2022_HPIPH_56864_1,Imp and Ext 12 No. T/Well in Fatehpur area in Tehsil Fatehpur District Kangra HP,"HP Irrigation and Public Health||Nurpur Circle,Irrigation and Public Health,HP||Fatehpur-Irrigation and Public Health-HP",4027675.0,2728041.0,-32.268
2022_HPIPH_56863_1,Imp and Ext 12 No. T/Well in Fatehpur area in Tehsil Fatehpur District Kangra HP,"HP Irrigation and Public Health||Nurpur Circle,Irrigation and Public Health,HP||Fatehpur-Irrigation and Public Health-HP",3848125.0,2575996.0,-33.058
2022_CPD1_56732_1,Construction of Proposed Foot bridge at place Bakin,Chief Project Director IDP Solan||DPO Bilaspur,155700.0,130327.0,-16.296
2022_CPD1_56723_1,Construction of Proposed Foot bridge,Chief Project Director IDP Solan||DPO Bilaspur,304000.0,265267.0,-12.741
2022_CPD1_56717_1,PR-176/FB/ 2021-22,Chief Project Director IDP Solan||DPO Bilaspur,276600.0,227528.0,-17.741
2021_PWD_54894_1,Construction of 40.00 Metre Span ( Double Lane) Bridge over Sarotha Nallah on Chamba Sahu Kiri Road at Km. 2/780 in District Chamba ( SH Const. of 12.00 mtr span double lane T-beam curved Bridge including both side approaches) ( Job No. CRF-HP-2021-2,PWD,45401627.0,40199000.0,-11.459
2021_PWD_54251_1,C/O Balance work for 50.00mtr span C/C of bearing PSC Box Girder bridge over Brahal Khad on Morchh Gharghuin road km.1/726 along with approaches,PWD,8182324.0,12955763.0,58.338
2021_PWD_53481_2,Construction of Bridge over Tara Khad on Indpur Tappa to village Dhantol at RD.0/870,PWD,13294688.0,15422500.0,16.005
2021_PWD_53481_1,Construction of 60.837 mtr span RCC Box girder type Bridge over Surajpur Khad at RD.0/285 on Mohtli to Jhikla Surajpur road and Construction of 31.89 meter 3span 10.37 meter each span RCC slab typ bridge over Tara Khad on Jassur Gangth Indora roa,PWD,28494754.0,36697537.0,28.787
2021_PWD_52262_1,Const.of 42.65 span bridge over Jabbar Khad at Letri to connect village Duhg in Tehsil Nurpur Distt. Kangra H.P.,PWD,8439857.0,13277844.0,57.323
2021_PWD_51462_1,Construction of link road from Bhaloh to Bhalola on Takka Dathwara road Abadi Jhingra i/c 4Nos. Bridges,PWD,7400471.0,8464657.0,14.38
2021_PWD_51401_1,Construction of 30.00 mtr span Bridge including both side approaches over Tahal Khad on Kharouth to Ghaneta via Mahant Nagar (Kabrian) road at RD 1/390.,PWD,1934867.0,3165777.0,63.617
2021_PWD_51017_1,C/O 25.00 mtr. span RCC Box Girder bridge over Bassa Kha at RD 1/928 on Bhaloon to Galore via Bassa Samletian road including both side approaches in Tehsil Nurpur Distt. Kangra HP,PWD,4971814.0,5851116.0,17.686
2021_PWD_50870_1,Construction of 2 Nos. (30.00 mtr. span each) RCC Box Girder Bridge including both side approaches on over Soon Khad on Garla Dei Bhawarna via Henja Swargjan link road at RD 0/266 and 1/515 under SCSP,PWD,6483017.0,8859721.0,36.66
2021_PWD_50785_1,Recfication of black spots under road safty on Kufri Chail Kandaghat road Km25/0 to 57/0,PWD,1151870.0,1028451.0,-10.715
2021_PWD_50763_1,"C/O road from (M.C Palampur) to HPSEB Rest House via Badami Lal, Sohan Lal including bridge over Moul Khad Km. 0/00 to 0/270",PWD,1247150.0,1487105.0,19.24
2021_PWD_50568_1,Construction of RCC Box Cell bridge on Jamnighat Jheel Bankabara to Dhaunwala road km. 0/0 to 5/020. (SH-C/O 27.60 mtr. Span RCC Box Cell (4mx4m) bridge at RD. 0/150) (under SCSP).,PWD,10300672.0,9270605.0,-10.0
2021_PWD_50551_1,Special repair of Distt. Sports Office Building at Hamirpur,PWD,539854.0,1475449.0,173.305
2021_PWD_49845_1,Construction of Bridge over Sukkar Khad to connect village Khatwin,PWD,35144222.0,29860000.0,-15.036
2021_PWD_49797_1,C/O 42.65 mtr. span RCC slab bridge over Jabbar Khad at Khajjan to connect village Dabbar in Tehsil Nurpur Distt. Kangra H.P.,PWD,8439857.0,9921383.0,17.554
2021_PWD_48710_3,A/R and M/O Suspension foot bridge at Chaba Tehsil Sunni Distt. Shimla,PWD,954736.0,1602896.0,67.889
2021_PWD_45951_1,Repair to Suspension bridge over Satluj river on Tydong valley road at RD. 0/170 to 0/282) (SH-Replacing of wooden sleepers by 8mm thick M.S. Chequered plates,PWD,3377093.0,4272586.0,26.517
